ANIO,CIIU,DESCRIPCION_CIIU,RAZON_SOCIAL_ANONIMIZADA,TIPO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,NIVEL_DIGITALIZACION,DIG_GENERAL,GESTION_EMPRESARIAL,COMERCIO_ELECTRONICO,ANALISIS_DE_DATOS,MARKETING_DIGITAL,MEDIOS_DE_PAGO,FINANZAS,FECHA_INICIO,FECHA_FIN,TIEMPO_DEMORA_MINUTOS,FECHA_REGISTRO,AUT_PUBLICIDAD,FECHA_PUB_PNDA,SECTOR,CATEGORIA,UBICACION,ID
2024,93029,PELUQUERIA Y OTROS,464657618A5987584B5EEDD03CAF6BA6F311070DF0423595A0EF8DF1BD84F16A,JURIDICA,LIMA,LIMA,LIMA,150101,Básico,43.0,46.0,50.0,50.0,37.0,25.0,38.0,2024-12-20,2024-12-20,1,2024-12-20,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LIMA METROPOLITANA,11
2024,01136,CULTIVO DE FRUTAS.,B208B70968DD0BAF2AC960488D359DFD06A54052F6272EAAA297F3D64BC5BF6A,JURIDICA,LIMA,LIMA,MIRAFLORES,150122,Intermedio,53.0,46.0,88.0,50.0,37.0,25.0,44.0,2024-12-20,2024-12-20,1,2024-12-20,SI,2025-03-06,MANUFACTURA,MANUFACTURA,LIMA METROPOLITANA,12
2024,51430,VTA. MAY. MATERIALES DE CONSTRUCCION.,7AAE5043B0EC30DB37A5DDBC23A98B7F368E61F90324FA48A286CEDF8F494FCF,JURIDICA,LIMA,LIMA,CARABAYLLO,150106,Avanzado,84.0,88.0,100.0,100.0,72.0,50.0,75.0,2024-12-19,2024-12-19,4,2024-12-10,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,13
2024,26916,FAB. PROD. CERAMICA NO REFRACT. N. EST.,78C420E5DC17DC5B8B95C2D2287D806656463DF71E462564003CE8FFEC7F71A0,NATURAL,PUNO,PUNO,PUNO,210101,Inicial,15.0,8.0,12.0,0.0,27.0,25.0,6.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,PUNO,14
2024,52206,"VTA.  MIN. ALIMENTOS, BEBIDAS, TABACO.",EC701B53C1FDBD105B3FAC6AE4C811B52A24B9ABE8482F776C9A0C4B89CB4917,NATURAL,PUNO,PUNO,PUNO,210101,Inicial,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2024-12-19,2024-12-19,1,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,PUNO,15
2024,17120,ACABADO DE PROD. TEXTILES.,0D0926E3F56697CD6BBCDD52081BD1F823C4F9F078970CF169F70F50C2DF96DB,NATURAL,PUNO,PUNO,PUNO,210101,Inicial,1.0,4.0,0.0,0.0,0.0,0.0,6.0,2024-12-19,2024-12-19,3,2024-12-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,PUNO,16
2024,52322,"VTA. MIN. PRODUCTOS TEXTILES, CALZADO.",BA0BC3394F19E05EAED6448C32FE808C77146201190AF211E7209F849B21AD3F,NATURAL,LIMA,LIMA,LA VICTORIA,150115,Inicial,15.0,8.0,38.0,25.0,0.0,25.0,6.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,17
2024,51430,VTA. MAY. MATERIALES DE CONSTRUCCION.,74EADFDBF6EF4671773C4BC2EA6CAC8B5657B08AF8195ABED3A85891539FABFB,NATURAL,PUNO,CARABAYA,CRUCERO,210306,Inicial,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2024-12-19,2024-12-19,1,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,PUNO,18
2024,51430,VTA. MAY. MATERIALES DE CONSTRUCCION.,C48A83EFC5FF01D62B067C1538F78761EF6269FE3E8DE47A29F0380B7DF0CE4D,JURIDICA,LIMA,LIMA,CARABAYLLO,150106,Intermedio,62.0,83.0,75.0,75.0,42.0,25.0,56.0,2024-12-19,2024-12-19,2,2024-12-10,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,19
2024,51313,VTA. MAY. PRODUCTOS TEXTILES.,167462617CC3095690A2889B50826E3E2BADCF41A3AE3E945E2A4F2ABA600514,JURIDICA,LIMA,LIMA,SAN MARTIN DE PORRES,150135,Básico,39.0,46.0,38.0,50.0,27.0,25.0,56.0,2024-12-19,2024-12-19,0,2024-12-17,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,20
2024,51414,VTA. AL POR MAYOR DE COMBUSTIBLES.,E854BA540A2E7DE312D402D84EC038584A00F73FBA33FDEB6F3691E8F7017DC2,JURIDICA,LIMA,LIMA,PACHACAMAC,150123,Básico,40.0,46.0,12.0,75.0,41.0,25.0,62.0,2024-12-18,2024-12-19,1383,2024-12-07,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,21
2024,50203,MANTENIMIENTO Y REPARAC. VEHICULOS.,DFB0E978ECA553927B550F51ACE20D3E2305D42086D5689BD511D66ACA445A2C,JURIDICA,LIMA,LIMA,BREÑA,150105,Básico,35.0,46.0,38.0,50.0,22.0,25.0,38.0,2024-12-19,2024-12-19,2,2024-10-22,SI,2025-03-06,SERVICIOS,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,22
2024,52391,OTROS TIPOS DE VENTA AL POR MENOR.,857E039EF01090CD184F40384CE8CE8593583A415B0618BECA023816C7D95566,JURIDICA,LIMA,LIMA,PACHACAMAC,150123,Avanzado,78.0,100.0,75.0,100.0,55.0,50.0,100.0,2024-12-19,2024-12-19,2,2024-12-08,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,23
2024,63040,AGENCIAS DE VIAJES Y GUIAS TURISTIC.,25A34B23F1F81C5FDE45C2C4B8F2921911FF762CEA363E6D776AEDD015D889DE,JURIDICA,PIURA,TALARA,MANCORA,200706,Inicial,16.0,17.0,0.0,50.0,17.0,25.0,12.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,PIURA,24
2024,52310,VTA.  MIN. PROD. FARMAC. Y ART. TOCADOR.,0DC6E6F92E663600CD4E6D7DE44DA1B00333DC6D237ECC26CAA893BC126B931C,JURIDICA,PIURA,SULLANA,SULLANA,200601,Inicial,11.0,0.0,12.0,0.0,15.0,25.0,25.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,PIURA,25
2024,36104,FAB. DE MUEBLES.,331B636016B6E45B651968E00536AFFDD1C0D262ACF9A4702B7CE8D389F496DA,JURIDICA,PIURA,PIURA,VEINTISEIS DE OCTUBRE,200115,Básico,31.0,38.0,12.0,50.0,32.0,25.0,44.0,2024-12-19,2024-12-19,9,2024-12-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,PIURA,26
2024,52310,VTA.  MIN. PROD. FARMAC. Y ART. TOCADOR.,06F687ECC196AAB6D5D5A833103DCAA180491EA59498D21E1492F4A69BCE6C29,JURIDICA,PIURA,PIURA,PIURA,200101,Inicial,24.0,21.0,12.0,50.0,26.0,25.0,25.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,PIURA,27
2024,51313,VTA. MAY. PRODUCTOS TEXTILES.,640BF78CAA0002AE44BE1C49876CD87D1C3197AC1B4AB437336B8AC2286FE8E1,NATURAL,LIMA,LIMA,LIMA,150101,Básico,30.0,13.0,25.0,50.0,30.0,25.0,56.0,2024-12-19,2024-12-19,5,2024-12-18,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,28
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,9323F83545F61B59ED0C46E811B42A1261C1133B77AFA3870A0F0C5D498CAA0C,NATURAL,UCAYALI,CORONEL PORTILLO,YARINACOCHA,250105,Inicial,13.0,17.0,12.0,25.0,0.0,25.0,31.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,UCAYALI,29
2024,51496,VTA. MAY. OTROS PRODUCTOS INTERMEDIOS.,DA3EDC367FB13175FD9F727B5BFFC80156A416F1CEC75BF38C7C09106FB41D5A,NATURAL,LIMA,LIMA,PUENTE PIEDRA,150125,Inicial,11.0,17.0,0.0,25.0,0.0,25.0,38.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,30
2024,36104,FAB. DE MUEBLES.,3E3C331C33BD1AFBB04FDAF748F21371763FAC85591AD03FF5BB7F44242169DA,NATURAL,APURIMAC,ABANCAY,ABANCAY,30101,Básico,49.0,42.0,38.0,50.0,62.0,25.0,62.0,2024-12-19,2024-12-19,9,2024-12-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,APURIMAC,31
2024,51395,VTA. MAY. OTROS ENSERES DOMESTICOS.,1908C9764CE524033703842F8C3B6A3F0599F614DEDB8490A00DC85D93F95909,JURIDICA,LIMA,LIMA,SANTIAGO DE SURCO,150140,Básico,50.0,58.0,50.0,50.0,42.0,25.0,69.0,2024-12-19,2024-12-19,1,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,32
2024,52310,VTA.  MIN. PROD. FARMAC. Y ART. TOCADOR.,238532CD657E167AD2A9ADC75851762C7F047E9AFF173C02C89E5836EA9F057B,JURIDICA,LIMA,LIMA,SAN MIGUEL,150136,Avanzado,77.0,92.0,75.0,75.0,67.0,50.0,100.0,2024-12-19,2024-12-19,0,2024-12-08,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,33
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,98838DEAB759833BA15BBAC081FC385AEB170F5E8B08D3869575B1AEA5C9D9D7,JURIDICA,LIMA,LIMA,RIMAC,150128,Básico,41.0,42.0,38.0,50.0,37.0,25.0,62.0,2024-12-19,2024-12-19,1,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LIMA METROPOLITANA,34
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,B778437274C76EBF5F11283E4651F6D6B566239681B69A10D41C1274F1F24A96,JURIDICA,LIMA,LIMA,RIMAC,150128,Inicial,14.0,13.0,12.0,0.0,15.0,25.0,31.0,2024-12-19,2024-12-19,4,2024-12-12,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LIMA METROPOLITANA,35
2024,51502,"VTA. MAY. MAQUINARIA, EQUIPO Y MATER.",84E26921430154467E45BE64A3AEF17E08AEAD44403F3C5DB0341D03BD78718B,JURIDICA,LIMA,LIMA,COMAS,150110,Inicial,20.0,17.0,12.0,25.0,15.0,25.0,56.0,2024-12-19,2024-12-19,6,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,36
2024,50304,"VENTA PARTES, PIEZAS, ACCESORIOS.",08A873FD9A0CE9360A078C3F57B39B710E04240B5188A5F4E46FF45E37D5BCA2,JURIDICA,LIMA,LIMA,COMAS,150110,Básico,33.0,33.0,38.0,50.0,26.0,25.0,31.0,2024-12-19,2024-12-19,0,2024-10-22,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,37
2024,51430,VTA. MAY. MATERIALES DE CONSTRUCCION.,5D8C75025D167848F694C29BBC9C0FA550B78E34E9414486C98C3E9EC03EE445,JURIDICA,LIMA,LIMA,RIMAC,150128,Básico,44.0,25.0,75.0,0.0,45.0,25.0,56.0,2024-12-19,2024-12-19,1,2024-12-12,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,38
2024,36104,FAB. DE MUEBLES.,5E3395B8540F167729376C1267E5E599F5F7566944E47AB42A0D00BFB23DEB3E,JURIDICA,LIMA,LIMA,COMAS,150110,Avanzado,78.0,67.0,100.0,100.0,67.0,25.0,88.0,2024-12-19,2024-12-19,0,2024-10-22,SI,2025-03-06,MANUFACTURA,MANUFACTURA,LIMA METROPOLITANA,39
2024,18100,FAB. DE PRENDAS DE VESTIR.,241D5C2D33F8555EC47FB4D0A4B30843FBB5057A314B1A6DCAD208A2DC4CDD99,NATURAL,LIMA,LIMA,SAN MIGUEL,150136,Inicial,15.0,4.0,38.0,0.0,15.0,0.0,6.0,2024-12-19,2024-12-19,1,2024-12-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,LIMA METROPOLITANA,40
2024,51395,VTA. MAY. OTROS ENSERES DOMESTICOS.,7F08D3CBF9BB3A43B03DE71E5E90943C9AC85244C16C9DFAD6873C3E55065F44,JURIDICA,LIMA,LIMA,SAN BORJA,150130,Avanzado,84.0,100.0,100.0,75.0,70.0,50.0,81.0,2024-12-19,2024-12-19,2,2024-12-10,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,41
2024,52391,OTROS TIPOS DE VENTA AL POR MENOR.,DDEB1B8CF3CCDB01CCD1AFA3FFD6AC1AED745AF27347E51AFD1880491EF4248F,NATURAL,LIMA,LIMA,COMAS,150110,Inicial,16.0,17.0,12.0,0.0,15.0,25.0,38.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,42
2024,80904,EDUCACION DE ADULTOS Y OTROS,85DDFEB10BECE858C8FD858C212FA7D5F302C891BA863C11178F10A404EF5D30,JURIDICA,LIMA,LIMA,SANTA ANITA,150137,Básico,48.0,42.0,50.0,100.0,42.0,25.0,38.0,2024-12-19,2024-12-19,1,2024-12-12,SI,2025-03-06,SERVICIOS,EDUCACIÓN,LIMA METROPOLITANA,43
2024,17120,ACABADO DE PROD. TEXTILES.,1F1190287A630BBD205CCF0F4A5F02D4007429FA2B646FE1BB30859145A6347E,NATURAL,LIMA,LIMA,COMAS,150110,Básico,27.0,17.0,50.0,25.0,15.0,25.0,31.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,MANUFACTURA,MANUFACTURA,LIMA METROPOLITANA,44
2024,45308,ACONDICIONAMINTO DE EDIFICIOS.,00AEF0F155BA200CDBCC24227D32262029024153C1951447F7E6585853826B56,JURIDICA,LIMA,LIMA,CIENEGUILLA,150109,Intermedio,74.0,100.0,75.0,75.0,55.0,50.0,88.0,2024-12-19,2024-12-19,2,2024-12-10,SI,2025-03-06,SERVICIOS,INMOBILIARIA Y CONSTRUCCIÓN,LIMA METROPOLITANA,45
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,E76B6562C0710ADEFB21101A0394FDEC9C0FA3844ABCB452DBDE7EB15A335357,NATURAL,PUNO,SAN ROMAN,JULIACA,211101,Inicial,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2024-12-19,2024-12-19,1,2024-12-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,PUNO,46
2024,52408,VTA. MIN. DE ALMACENES DE ART. USADOS.,4A23886731C9DBBBE9FDD2DCA7CE5E549948BEF67EFB0AC4F786BC0D20510E2F,NATURAL,PUNO,SAN ROMAN,JULIACA,211101,Inicial,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,PUNO,47
2024,74145,ACTIV.DE ASESORAMIENTO EMPRESARIAL,E13E61D123E7590BEFBFA179CD8ABF5A4B4A2A26424A17CE0199B606A08FFBC3,JURIDICA,PIURA,PIURA,PIURA,200101,Básico,30.0,33.0,12.0,50.0,32.0,25.0,44.0,2024-12-19,2024-12-19,5,2024-12-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,PIURA,48
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",7291DCA833D32FF5751BD808B421F8AAC8F42258B60BB4B4F430937D4271DC2A,JURIDICA,LIMA,LIMA,SANTIAGO DE SURCO,150140,Básico,43.0,42.0,38.0,50.0,42.0,25.0,62.0,2024-12-19,2024-12-19,1,2024-12-17,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,LIMA METROPOLITANA,49
2024,74218,ACTIV.DE ARQUITECTURA E INGENIERIA,E8EFEE96448907F417625A43F86ECF908E4D85AA3D769AF1CE1BD76D7E1ADDBB,JURIDICA,PIURA,PIURA,PIURA,200101,Básico,28.0,25.0,12.0,50.0,32.0,25.0,44.0,2024-12-19,2024-12-19,7,2024-12-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,PIURA,50
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",C566F7DE881D6B155C465FAE81DA8FA89D83A8E836CCACBDA2317B15D7497482,JURIDICA,PIURA,PIURA,PIURA,200101,Básico,37.0,21.0,38.0,50.0,37.0,25.0,62.0,2024-12-19,2024-12-19,9,2024-12-19,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,PIURA,51
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,1F4BB2AFE10A22AAA37F9358A0B8670CF7BCB7368429DD3ECABEACEDC8585AEE,JURIDICA,PIURA,PIURA,PIURA,200101,Básico,33.0,46.0,12.0,50.0,32.0,25.0,44.0,2024-12-19,2024-12-19,10,2024-12-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,PIURA,52
2024,93098,OTRAS ACTIVID.DE TIPO SERVICIO NCP,07236495D83F2D0D415EC8ACD8AC188E04D821550976DABA915C0E5CCB754194,JURIDICA,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,Intermedio,63.0,42.0,100.0,50.0,52.0,25.0,81.0,2024-12-19,2024-12-19,11,2024-12-19,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LIMA METROPOLITANA,53
2024,71290,ALQUILER OTROS TIPOS MAQ.Y EQUI. NCP.,ED8594BDBE349DE6D51371F5F16B7E133E54BCC1348706732CB5EB636F682DB6,JURIDICA,LIMA,LIMA,ATE,150103,Básico,49.0,63.0,50.0,75.0,27.0,25.0,69.0,2024-12-19,2024-12-19,1,2024-12-12,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LIMA METROPOLITANA,54
2024,52348,VTA. MIN. ARTICULOS DE FERRETERIA.,3909A4BF5357A52A13A7D2930CB9286A34D8CF47FBC6BEA1F72237B88EFFF443,JURIDICA,LIMA,LIMA,ATE,150103,Intermedio,59.0,71.0,50.0,100.0,42.0,25.0,88.0,2024-12-19,2024-12-19,1,2024-12-12,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,55
2024,51430,VTA. MAY. MATERIALES DE CONSTRUCCION.,EBAC0469E44646BE1614983C7ACBC9E40F8F010D11A923A946E26BBA047A178A,NATURAL,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,Inicial,13.0,4.0,12.0,0.0,15.0,25.0,31.0,2024-12-19,2024-12-19,2,2024-10-25,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,MOQUEGUA,56
2024,50304,"VENTA PARTES, PIEZAS, ACCESORIOS.",53F00B0AC1865AE651154D568D87FD0C0FBCBF4A9AD5C99E4C5B8A7472B234A6,JURIDICA,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,Inicial,24.0,25.0,12.0,50.0,27.0,0.0,31.0,2024-12-19,2024-12-19,1,2024-10-22,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,57
2024,55205,"RESTAURANTES, BARES Y CANTINAS.",87C15517EEB304929F51C0D30DDC76F63022A6C896ABED057CF83F4F5E7035BA,NATURAL,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,Inicial,8.0,4.0,0.0,0.0,10.0,25.0,31.0,2024-10-24,2024-12-19,80340,2024-10-24,SI,2025-03-06,SERVICIOS,TURISMO Y HOTELERÍA,MOQUEGUA,58
2024,51906,VTA. MAY. DE OTROS PRODUCTOS.,E31003BE746A74C8EF962E28EAE0A7BAE84EC5A05B0B3205128BD7C006527875,JURIDICA,LIMA,LIMA,LA VICTORIA,150115,Básico,36.0,50.0,12.0,50.0,37.0,25.0,56.0,2024-12-19,2024-12-19,1,2024-12-17,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,59
2024,52190,VTA.  MIN. OTROS PRODUCTOS EN ALMACEN.,94CB4BB2524F2DA483BEDFA75238B2F69DBC11C4443CF6383AAF60212F06D33C,JURIDICA,LIMA,LIMA,MAGDALENA DEL MAR,150120,Básico,40.0,46.0,25.0,50.0,49.0,25.0,38.0,2024-12-19,2024-12-19,1,2024-10-22,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,60
2024,74996,OTRAS ACTIVIDADES EMPRESARIALES NCP.,CEFC9B339AD853E1C10B0FCE07759A8C594658BDEB9ACD08087970EC796A854D,JURIDICA,LIMA,LIMA,LA VICTORIA,150115,Básico,32.0,25.0,38.0,50.0,27.0,25.0,38.0,2024-12-19,2024-12-19,0,2024-12-17,SI,2025-03-06,SERVICIOS,SERVICIOS PROFESIONALES,LIMA METROPOLITANA,61
2024,52322,"VTA. MIN. PRODUCTOS TEXTILES, CALZADO.",CA0AF970571B513955D809D6112450B6A7A9328FFFDAF497F5BB23553449A022,NATURAL,LIMA,LIMA,LA VICTORIA,150115,Inicial,17.0,8.0,38.0,0.0,15.0,25.0,6.0,2024-12-19,2024-12-19,2,2024-12-19,SI,2025-03-06,COMERCIO,CONSUMO MASIVO Y RETAIL,LIMA METROPOLITANA,62
2024,22214,ACTIVIDADES DE IMPRESION.,280374C542D02CD976A4F261AC53E4696EBF97675278D3A05677D1A284EAF02C,JURIDICA,LIMA,LIMA,LINCE,150116,Intermedio,62.0,83.0,75.0,50.0,47.0,25.0,62.0,2024-12-19,2024-12-19,1,2024-12-08,SI,2025-03-06,MANUFACTURA,MANUFACTURA,LIMA METROPOLITANA,63
